,utc_timestamp,local_timestamp,caid,id_type,location_name,top_category,sub_category,street_address,city,state,naics_code,brands,zip_code,minimum_dwell,safegraph_place_id,geohash_5,census_block_group,placekey
713,1672614067,1672592467,7b59d15308860c89d4ce0c4111d04761128b144cfd6ff99d509535901f3bc115,aaid,home,,,,chicago,illinois,,,60628,33.0,home,dp3tn,170314914003,
714,1672535934,1672517934,5556a7097fc032c9e9770bc77594584056c3733507fa45e1fd483a53b4a1f327,aaid,home,,,,mableton,georgia,,,30126,131.0,home,dn5be,130670313073,
715,1672532408,1672510808,eb89754383df46b44cb5f134faf051d676aa7bfe974bdf2a0eb25f1a5442ea86,aaid,home,,,,friendswood,texas,,,77546,861.0,home,9vk21,481677201001,
716,1672603295,1672578095,5f6fa1982b92252c7b20944d7318d8e0bccb612aad2489942c540d09b84b72d6,aaid,home,,,,gilbert,arizona,,,85298,33.0,home,9tbt4,040138163002,
717,1672569886,1672541086,d961469801c977e51f314d7896926a16f80f532b6e78d4b9179fbefee9c87fe5,aaid,home,,,,,oregon,,,,122.0,home,c2hs7,410639602002,
718,1672556666,1672527866,0377305d383ad3d886f1cc21cfdaafb5b2bd293fa115e2f6b33e4e6675d587cf,aaid,home,,,,condon,oregon,,,97823,12.0,home,c2493,410219601002,
719,1672549857,1672528257,c4c0a853acb2f7e59bf713337a762b64daa1061c4f6decc451a0f26a17aeec55,aaid,home,,,,beatrice,nebraska,,,68310,472.0,home,9z5jn,310679651002,
720,1672580268,1672562268,500dde4a83b69f08daf1d0ea8067d73706f86f12f13afd02ab6d16a1d726c236,aaid,home,,,,new york,new york,,,11216,4.0,home,dr5rm,360470273003,
721,1672542254,1672517054,8e6ffaaae5d63afe73b849e287686300148d9145908f38bea9bd922f7268c313,aaid,home,,,,chandler,arizona,,,85224,128.0,home,9tbmw,040135230051,
722,1672592468,1672563668,6f6b26a81fa28b943a22b48450ee37dbd5a0124c51112f7ed24dcd08a5b9c87d,aaid,home,,,,,california,,,93436,309.0,home,9q4m5,060830028021,
723,1672543051,1672525051,55226714de335ec498ed0c9dc93a979f31d57590231003bd2fa5bcd2c6fa9066,aaid,home,,,,richmond,virginia,,,23223,187.0,home,dq8vw,517600202002,
724,1672536058,1672507258,92113eddfbf43c346a28bc687569dee880fefec6e59c96840cf413baf0ac5347,aaid,home,,,,los angeles,california,,,90027,150.0,home,9q5f5,060371905101,
725,1672552860,1672524060,4ec99e4cd917343890245bc2d6c967c5c80d220c097b31f897ebb70b84364c8c,aaid,home,,,,portland,oregon,,,97232,998.0,home,c20g1,410510020001,
726,1672532705,1672514705,0881fd12d69247e47c20b557fd10ecb05f586e7e31a2767ac737a15c4030501a,aaid,home,,,,newport,new hampshire,,,03773,839.0,home,drswt,330199754001,
